date,consumerContainerCpm,producerCpuUsage,producerMemoryUsage,recordValue
2022-12-30 00:33:00,535,0.5254213500000067,12.796147664388021,386
2022-12-30 00:34:00,929,1.1297264772221953,12.799453735351562,766
2022-12-30 00:35:00,554,0.8976300500000257,12.822341918945312,726
2022-12-30 00:36:00,622,1.036444361666674,12.811152140299479,758
2022-12-30 00:37:00,692,0.5801559661110881,12.805048624674479,501
2022-12-30 00:38:00,453,0.7452122388888919,12.807083129882812,542
2022-12-30 00:39:00,543,0.6146415992438158,12.807083129882812,460
2022-12-30 00:40:00,358,0.6644720868778449,12.808354695638021,345
2022-12-30 00:41:00,290,0.5201177685240755,12.810389200846354,231
2022-12-30 00:42:00,106,0.45669192838083905,12.810643513997396,119
2022-12-30 00:43:00,194,0.45880328333333226,12.811152140299479,400
2022-12-30 00:44:00,865,0.7651537233333272,12.811787923177084,770
2022-12-30 00:45:00,759,0.7823555766666521,12.813059488932291,700
2022-12-30 00:46:00,476,0.662019221111131,12.811406453450521,607
2022-12-30 00:47:00,905,0.9080936983333111,12.894312540690104,852
2022-12-30 00:48:00,722,0.7763006205555693,12.822596232096354,850
2022-12-30 00:49:00,985,0.8820062577777795,12.823867797851562,884
2022-12-30 00:50:00,1123,0.8133411027777825,12.826283772786459,906
2022-12-30 00:51:00,739,0.811799660555563,12.844975789388021,814
2022-12-30 00:52:00,430,0.8372132055555426,12.841161092122396,775
2022-12-30 00:53:00,896,0.8938962466666567,12.831497192382812,867
2022-12-30 00:54:00,1076,0.8898985783333538,12.833913167317709,847
2022-12-30 00:55:00,718,0.896375535555557,12.835566202799479,740
2022-12-30 00:56:00,499,0.5823578295126782,12.836329142252604,514
2022-12-30 00:57:00,507,0.7053452437661857,12.837346394856771,464
2022-12-30 00:58:00,139,0.4723923661110992,12.837855021158854,121
2022-12-30 00:59:00,141,0.3950048938889002,12.838363647460938,82
2022-12-30 01:00:00,0,0.37538301055556006,12.843958536783854,41
2022-12-30 01:01:00,69,0.4455696333333334,12.837982177734375,136
2022-12-30 01:02:00,231,0.40813047222220195,12.837855021158854,222
2022-12-30 01:03:00,350,0.5496420193250837,12.839253743489584,236
2022-12-30 01:04:00,111,0.48184055526722597,12.839508056640625,187
2022-12-30 01:05:00,79,0.39369304611110717,12.841288248697916,28
2022-12-30 01:06:00,0,0.3425054133333402,12.841161092122396,23
2022-12-30 01:07:00,91,0.4248424388888989,12.841161092122396,93
2022-12-30 01:08:00,114,0.3472799366666379,12.841288248697916,78
2022-12-30 01:09:00,118,0.45955757611114084,12.841033935546875,110
2022-12-30 01:10:00,108,0.39423779499999667,12.843704223632812,108
2022-12-30 01:11:00,69,0.47594377722221437,12.853876749674479,77
2022-12-30 01:12:00,29,0.4812384827777629,12.844340006510416,109
2022-12-30 01:13:00,160,0.4277790905555731,12.845484415690104,125
2022-12-30 01:14:00,229,0.41920296055555656,12.845865885416666,167
2022-12-30 01:15:00,172,0.4189527516666658,12.84637451171875,171
2022-12-30 01:16:00,110,0.4235043205555655,12.846120198567709,136
2022-12-30 01:17:00,173,0.4940387683333192,12.846628824869791,211
2022-12-30 01:18:00,118,0.45090386666667354,12.846883138020834,184
2022-12-30 01:19:00,161,0.4246099416666658,12.849934895833334,128
2022-12-30 01:20:00,103,0.4493644405555604,12.850189208984375,75
2022-12-30 01:21:00,136,0.3985411094444184,12.850443522135416,196
2022-12-30 01:22:00,149,0.4082629055555742,12.850316365559896,57
2022-12-30 01:23:00,349,0.5204486011111145,12.849807739257812,557
2022-12-30 01:24:00,835,0.7830273499999881,12.851333618164062,844
2022-12-30 01:25:00,516,0.7162298016666725,12.851969401041666,439
2022-12-30 01:26:00,831,0.6803969744444456,12.851969401041666,741
2022-12-30 01:27:00,682,0.7368125994444262,12.855784098307291,714
2022-12-30 01:28:00,660,0.7836913005555681,12.855275472005209,819
2022-12-30 01:29:00,987,0.8345473966666678,12.857309977213541,903
2022-12-30 01:30:00,675,0.7425835961111065,12.8570556640625,878
2022-12-30 01:31:00,980,0.8872830494444549,12.857691446940104,887
2022-12-30 01:32:00,972,0.8950386561111006,12.859980265299479,889
2022-12-30 01:33:00,881,0.7943010883333398,12.860616048177084,775
2022-12-30 01:34:00,725,0.705000177777764,12.870915730794271,820
2022-12-30 01:35:00,801,0.8582125983333336,12.860616048177084,667
2022-12-30 01:36:00,585,0.6372252261111081,12.861887613932291,674
2022-12-30 01:37:00,521,0.6665440433333616,12.862269083658854,376
2022-12-30 01:38:00,110,0.41569800999999035,12.863540649414062,151
2022-12-30 01:39:00,190,0.45610725833333915,12.863286336263021,143
2022-12-30 01:40:00,38,0.4251426438888788,12.863667805989584,181
2022-12-30 01:41:00,361,0.4459157055593977,12.863667805989584,204
2022-12-30 01:42:00,176,0.4899955614956595,12.864812215169271,176
2022-12-30 01:43:00,103,0.46025351499998307,12.864812215169271,121
2022-12-30 01:44:00,22,0.3662534688888917,12.870152791341146,87
2022-12-30 01:45:00,103,0.424777253333354,12.864939371744791,66
2022-12-30 01:46:00,59,0.3593561449999862,12.866592407226562,103
2022-12-30 01:47:00,158,0.5067596155555522,12.866846720377604,211
2022-12-30 01:48:00,186,0.42191139444445486,12.867482503255209,104
2022-12-30 01:49:00,34,0.34838077944444185,12.868118286132812,2
2022-12-30 01:50:00,33,0.33487325500000037,12.868118286132812,24
2022-12-30 01:51:00,124,0.37248355777778547,12.868372599283854,106
2022-12-30 01:52:00,43,0.3994651855555434,12.868118286132812,175
2022-12-30 01:53:00,185,0.4870356522222292,12.868499755859375,174
2022-12-30 01:54:00,215,0.45042015611110103,12.869135538736979,114
2022-12-30 01:55:00,0,0.3552513177777743,12.870152791341146,27
2022-12-30 01:56:00,43,0.38877232222222663,12.8692626953125,79
2022-12-30 01:57:00,102,0.39351455777776323,12.869898478190104,76
2022-12-30 01:58:00,88,0.40400118555557657,12.870152791341146,45
2022-12-30 01:59:00,67,0.41180451888889835,12.870661417643229,73
2022-12-30 02:00:00,1,0.3743911599999687,12.870661417643229,82
2022-12-30 02:01:00,234,0.46063583833333466,12.871551513671875,223
2022-12-30 02:02:00,365,0.4476362472222364,12.871551513671875,352
2022-12-30 02:03:00,587,0.7040633394444424,12.874221801757812,680
2022-12-30 02:04:00,776,0.8501881361111114,12.876383463541666,729
2022-12-30 02:05:00,478,1.0990429588888952,12.883249918619791,535
2022-12-30 02:06:00,759,1.2968100744444495,13.175455729166666,828
2022-12-30 02:07:00,778,0.8530243533333092,12.890879313151041,846
2022-12-30 02:08:00,954,0.7595289588889088,12.891642252604166,886
2022-12-30 02:09:00,861,0.7738074449999822,12.891769409179688,888
2022-12-30 02:10:00,962,0.9558768361111288,12.894821166992188,892
2022-12-30 02:11:00,1009,0.9207815732110615,12.895456949869791,887
2022-12-30 02:12:00,578,0.7307618831821303,12.897237141927084,864
2022-12-30 02:13:00,1029,0.9107766766666714,12.899907430013021,801
2022-12-30 02:14:00,762,0.7427562672222147,12.900797526041666,770
2022-12-30 02:15:00,567,0.6955695238888874,12.900797526041666,470
2022-12-30 02:16:00,668,0.721423892222235,12.901178995768229,690
2022-12-30 02:17:00,232,0.5610591755555403,12.902069091796875,229
2022-12-30 02:18:00,200,0.44187799444443954,12.902069091796875,154
2022-12-30 02:19:00,42,0.4419520577777942,12.902577718098959,78
2022-12-30 02:20:00,104,0.36204562499998855,12.902450561523438,60
2022-12-30 02:21:00,54,0.3845130497681753,12.902450561523438,53
2022-12-30 02:22:00,0,0.35564572611112527,12.903340657552084,10
2022-12-30 02:23:00,21,0.3772793817743061,12.903849283854166,23
2022-12-30 02:24:00,179,0.39181457999998454,12.904103597005209,190
2022-12-30 02:25:00,221,0.4944875005555596,12.903213500976562,183
2022-12-30 02:26:00,125,0.40104311777778573,12.926991780598959,134
2022-12-30 02:27:00,58,0.4613643955555662,12.905756632486979,204
2022-12-30 02:28:00,176,0.3969746661110996,12.904612223307291,46
2022-12-30 02:29:00,0,0.3829620588888993,12.906646728515625,4
2022-12-30 02:30:00,100,0.3872529433333385,12.907663981119791,94
2022-12-30 02:31:00,34,0.3786848733333335,12.908045450846354,69
2022-12-30 02:32:00,46,0.3856061833333197,12.909062703450521,16
2022-12-30 02:33:00,130,0.4328978011110962,12.909317016601562,187
2022-12-30 02:34:00,110,0.3668856027777818,12.908426920572916,51
2022-12-30 02:35:00,200,0.4247611899999981,12.909444173177084,185
2022-12-30 02:36:00,139,0.4903404650000059,12.910334269205729,235
2022-12-30 02:37:00,141,0.3997198636165043,12.910334269205729,59
2022-12-30 02:38:00,200,0.37911243436678754,12.910842895507812,175
2022-12-30 02:39:00,158,0.4310474065025085,12.911732991536459,191
2022-12-30 02:40:00,164,0.4901926238889113,12.913258870442709,136
2022-12-30 02:41:00,78,0.41907183944442433,12.914784749348959,118
2022-12-30 02:42:00,408,0.4621225027777756,12.914148966471354,543
2022-12-30 02:43:00,837,0.8782817433333415,12.916692097981771,839
2022-12-30 02:44:00,592,0.8075456894444559,12.918726603190104,595
2022-12-30 02:45:00,702,0.6367582761111141,12.919235229492188,699
2022-12-30 02:46:00,796,0.832319675555545,12.920252482096354,898
2022-12-30 02:47:00,911,0.851172499999993,12.921269734700521,877
2022-12-30 02:48:00,990,0.8221122788888932,12.922414143880209,895
2022-12-30 02:49:00,893,0.8258267394444533,12.923812866210938,886
2022-12-30 02:50:00,714,0.764771492777767,12.924448649088541,831
2022-12-30 02:51:00,958,0.7180330799999979,12.925338745117188,826
2022-12-30 02:52:00,862,0.872659427222244,12.925847371419271,832
2022-12-30 02:53:00,598,0.6268919688888749,12.927118937174479,821
2022-12-30 02:54:00,949,0.7880011277777674,12.927627563476562,689
2022-12-30 02:55:00,390,0.7175512783333381,12.928263346354166,554
2022-12-30 02:56:00,500,0.6124814100000088,12.930170694986979,382
2022-12-30 02:57:00,191,0.38676888388887204,12.929026285807291,84
2022-12-30 02:58:00,29,0.40627629111112484,12.928644816080729,94
2022-12-30 02:59:00,69,0.3456728794444391,12.928390502929688,35
2022-12-30 03:00:00,45,0.37212727277779184,12.928517659505209,25
2022-12-30 03:01:00,92,0.3755032905555487,12.928517659505209,83
2022-12-30 03:02:00,74,0.44656692888888,12.930425008138021,140
2022-12-30 03:03:00,222,0.4210947772222242,12.929789225260416,154
2022-12-30 03:04:00,147,0.43999957611111046,12.930043538411459,140
2022-12-30 03:05:00,44,0.40875425999999493,12.930425008138021,175
2022-12-30 03:06:00,324,0.48812400111111104,12.9302978515625,195
2022-12-30 03:07:00,246,0.4393574705555478,12.930552164713541,233
2022-12-30 03:08:00,175,0.4632213909226596,12.931187947591146,234
2022-12-30 03:09:00,242,0.5318014810562841,12.931315104166666,235
2022-12-30 03:10:00,222,0.4539405383333417,12.931569417317709,185
2022-12-30 03:11:00,80,0.43232698111111745,12.929789225260416,89
2022-12-30 03:12:00,98,0.4232709622222015,12.933349609375,97
2022-12-30 03:13:00,15,0.4030743511500991,12.934748331705729,80
2022-12-30 03:14:00,164,0.47576313486938887,12.936782836914062,99
2022-12-30 03:15:00,21,0.4247606449999984,12.937545776367188,64
2022-12-30 03:16:00,53,0.43285490166665697,12.938435872395834,46
2022-12-30 03:17:00,27,0.3832548799999971,12.939198811848959,6
2022-12-30 03:18:00,0,0.3170543261111271,12.939707438151041,0
2022-12-30 03:19:00,0,0.36592034388888806,12.939707438151041,14
2022-12-30 03:20:00,32,0.3894547961111054,12.940597534179688,53
2022-12-30 03:21:00,263,0.3685679777777769,12.941614786783854,222
2022-12-30 03:22:00,684,0.7295552759700433,12.941996256510416,748
2022-12-30 03:23:00,711,0.7337197785250774,12.942886352539062,769
2022-12-30 03:24:00,459,0.6434955699999989,12.944666544596354,473
2022-12-30 03:25:00,751,0.703934762222234,12.945429484049479,815
2022-12-30 03:26:00,800,0.8726107472222268,12.960179646809896,887
2022-12-30 03:27:00,841,0.8297191522221996,12.947209676106771,889
2022-12-30 03:28:00,1024,0.7629569744444432,12.948989868164062,887
2022-12-30 03:29:00,655,0.7999686972222264,12.951024373372396,878
2022-12-30 03:30:00,1188,0.8031750055555639,12.951405843098959,800
2022-12-30 03:31:00,720,0.807057743333325,12.951787312825521,849
2022-12-30 03:32:00,576,0.7166914938888959,12.952550252278646,754
2022-12-30 03:33:00,996,0.7790808138889026,12.952931722005209,815
2022-12-30 03:34:00,731,0.6666356022221956,12.953313191731771,516
2022-12-30 03:35:00,319,0.6520381144444639,12.954584757486979,568
2022-12-30 03:36:00,477,0.5670715172222333,12.954839070638021,264
2022-12-30 03:37:00,134,0.430400603888867,12.955093383789062,220
2022-12-30 03:38:00,279,0.4710828099999908,12.955220540364584,184
2022-12-30 03:39:00,0,0.3721806677777945,12.955729166666666,35
2022-12-30 03:40:00,0,0.3752120005555544,12.955729166666666,5
2022-12-30 03:41:00,41,0.40922581999999524,12.955729166666666,138
2022-12-30 03:42:00,139,0.3662463783333357,12.95623779296875,40
2022-12-30 03:43:00,50,0.35161467833333404,12.956492106119791,185
2022-12-30 03:44:00,201,0.46472998055555254,12.956492106119791,99
2022-12-30 03:45:00,49,0.35696405888889626,12.956873575846354,13
2022-12-30 03:46:00,55,0.36031810777777823,12.957127888997396,45
2022-12-30 03:47:00,45,0.3511576377777696,12.957127888997396,60
2022-12-30 03:48:00,67,0.43103120111110926,12.957382202148438,104
2022-12-30 03:49:00,133,0.3536039733333338,12.957636515299479,161
2022-12-30 03:50:00,223,0.4708663438889005,12.957890828450521,134
2022-12-30 03:51:00,68,0.4029938216666709,12.958272298177084,77
2022-12-30 03:52:00,159,0.4193135449999848,12.958145141601562,140
2022-12-30 03:53:00,50,0.4608845627777845,12.958145141601562,215
2022-12-30 03:54:00,240,0.43733767166666365,12.958653767903646,160
2022-12-30 03:55:00,160,0.41375301666668124,12.959035237630209,117
2022-12-30 03:56:00,60,0.35991232944442997,12.959035237630209,47
2022-12-30 03:57:00,100,0.3730479177777745,12.960688273111979,105
2022-12-30 03:58:00,79,0.4558871222222334,12.961069742838541,75
2022-12-30 03:59:00,88,0.37603132166665887,12.961069742838541,68
2022-12-30 04:00:00,113,0.39142844237358126,12.961069742838541,150
2022-12-30 04:01:00,391,0.5005762758430915,12.961832682291666,426
2022-12-30 04:02:00,609,0.7104366111111126,12.962722778320312,763
2022-12-30 04:03:00,673,0.7521284272222158,12.962977091471354,602
2022-12-30 04:04:00,657,0.5815667038888882,12.963231404622396,580
2022-12-30 04:05:00,583,0.7668062083333401,12.964248657226562,892
2022-12-30 04:06:00,1028,0.7775214949999861,12.965011596679688,880
2022-12-30 04:07:00,1068,0.8691610983333456,12.965901692708334,889
2022-12-30 04:08:00,862,0.7638373416666709,12.977218627929688,896
2022-12-30 04:09:00,610,0.8166408521504458,12.970097859700521,811
2022-12-30 04:10:00,890,0.8187421417235985,12.984085083007812,785
2022-12-30 04:11:00,781,0.8363099366666739,12.973912556966146,859
2022-12-30 04:12:00,943,0.7314004966666547,12.974421183268229,851
2022-12-30 04:13:00,691,0.8481524994444575,12.975438435872396,659
2022-12-30 04:14:00,473,0.5450623566666638,12.97607421875,487
2022-12-30 04:15:00,569,0.729631537777809,12.975565592447916,497
2022-12-30 04:16:00,160,0.4651661099999494,12.976328531901041,84
2022-12-30 04:17:00,15,0.40876608333336306,12.976582845052084,79
2022-12-30 04:18:00,101,0.38491922777776866,12.976710001627604,76
2022-12-30 04:19:00,36,0.3595406683333459,12.976201375325521,6
2022-12-30 04:20:00,0,0.3369149680318704,12.976710001627604,0
2022-12-30 04:21:00,0,0.3484149334567312,12.976964314778646,39
2022-12-30 04:22:00,127,0.3986571294444572,12.977218627929688,94
2022-12-30 04:23:00,73,0.3882991188888714,12.977218627929688,98
2022-12-30 04:24:00,197,0.4675140533507989,12.978108723958334,171
2022-12-30 04:25:00,76,0.373060834910702,12.979761759440104,192
2022-12-30 04:26:00,313,0.4929520877777646,12.979761759440104,183
2022-12-30 04:27:00,29,0.39590502499999997,12.980397542317709,89
2022-12-30 04:28:00,185,0.4038179588888921,12.980397542317709,142
2022-12-30 04:29:00,93,0.46167659277778567,12.980397542317709,168
2022-12-30 04:30:00,107,0.40013987611110396,12.981287638346354,79
2022-12-30 04:31:00,240,0.430888442222239,12.981923421223959,160
2022-12-30 04:32:00,0,0.38031367444443415,12.981923421223959,25
2022-12-30 04:33:00,0,0.32602514055557524,12.982432047526041,13
2022-12-30 04:34:00,31,0.4020505916666492,12.982813517252604,40
2022-12-30 04:35:00,90,0.3427731938889009,12.982813517252604,56
2022-12-30 04:36:00,58,0.4065123561111111,12.982813517252604,175
2022-12-30 04:37:00,150,0.394680098888895,12.983576456705729,90
2022-12-30 04:38:00,155,0.4147825077777472,12.983576456705729,130
2022-12-30 04:39:00,103,0.4868922294444644,12.984339396158854,202
2022-12-30 04:40:00,365,0.40390063777774937,12.9852294921875,217
2022-12-30 04:41:00,525,0.6007680744444758,12.985738118489584,640
2022-12-30 04:42:00,920,0.7970500262438733,12.98675537109375,790
2022-12-30 04:43:00,268,0.5914077705318549,12.986501057942709,455
2022-12-30 04:44:00,827,0.6901552905555283,12.987263997395834,771
2022-12-30 04:45:00,785,0.7871940033333482,12.988026936848959,712
2022-12-30 04:46:00,655,0.902044418333345,12.990697224934896,845
2022-12-30 04:47:00,950,0.8238933161111263,12.991714477539062,891
2022-12-30 04:48:00,867,0.7877274522221948,12.992223103841146,891
2022-12-30 04:49:00,846,0.7423469311111179,12.991968790690104,839
2022-12-30 04:50:00,913,0.818473455555559,12.99285888671875,875
2022-12-30 04:51:00,664,0.8188215788888916,12.99591064453125,789
2022-12-30 04:52:00,988,0.7966738411111072,12.996546427408854,855
2022-12-30 04:53:00,584,0.6603353955555412,12.997309366861979,607
2022-12-30 04:54:00,574,0.7651003172222363,12.997563680013021,714
2022-12-30 04:55:00,613,0.607950876666684,12.99896240234375,350
2022-12-30 04:56:00,229,0.47776319333332634,12.998835245768229,232
2022-12-30 04:57:00,80,0.38359128055552744,12.998835245768229,61
2022-12-30 04:58:00,100,0.3799314777777833,12.999216715494791,175
2022-12-30 04:59:00,199,0.446481349444462,12.999725341796875,149
2022-12-30 05:00:00,164,0.43928491277777465,12.998708089192709,201
2022-12-30 05:01:00,200,0.475930083333351,12.99896240234375,194
2022-12-30 05:02:00,214,0.40248739666665756,12.999089558919271,138
2022-12-30 05:03:00,26,0.40554608944440745,13.000233968098959,81
2022-12-30 05:04:00,62,0.41612011093908735,13.000996907552084,133
2022-12-30 05:05:00,235,0.35919691431634854,13.000996907552084,141
2022-12-30 05:06:00,60,0.42442981777778893,13.001505533854166,48
2022-12-30 05:07:00,4,0.35883052666665405,13.001759847005209,35
2022-12-30 05:08:00,136,0.40019262444442605,13.001759847005209,160
2022-12-30 05:09:00,152,0.4760788250000303,13.002268473307291,137
2022-12-30 05:10:00,65,0.3439348011110768,13.002522786458334,28
2022-12-30 05:11:00,68,0.3433656661111368,13.002395629882812,125
2022-12-30 05:12:00,175,0.45112965611109085,13.002904256184896,115
2022-12-30 05:13:00,0,0.3292098538888884,13.002904256184896,0
2022-12-30 05:14:00,0,0.35362109666667463,13.003158569335938,90
2022-12-30 05:15:00,164,0.45617160611109214,13.003158569335938,90
2022-12-30 05:16:00,16,0.36039827222223964,13.003667195638021,58
2022-12-30 05:17:00,107,0.37219691500002083,13.004430135091146,146
2022-12-30 05:18:00,170,0.44293262222221114,13.004430135091146,175
2022-12-30 05:19:00,261,0.4421482922222392,13.004938761393229,177
2022-12-30 05:20:00,91,0.6108289477777539,13.01116943359375,419
2022-12-30 05:21:00,971,0.8074717133333486,13.011678059895834,806
2022-12-30 05:22:00,700,0.709758454999982,13.013203938802084,747
2022-12-30 05:23:00,854,0.6829773383333463,13.013839721679688,672
2022-12-30 05:24:00,724,0.8908931388888973,13.0157470703125,857
2022-12-30 05:25:00,522,0.8509539094444404,13.016255696614584,852
2022-12-30 05:26:00,1280,0.9794703261111062,13.019816080729166,881
2022-12-30 05:27:00,665,0.7571093155555452,13.023122151692709,889
2022-12-30 05:28:00,1072,0.7894080716666627,13.024012247721354,815
2022-12-30 05:29:00,783,0.6717745850000116,13.024393717447916,745
2022-12-30 05:30:00,739,0.8546858605555485,13.021214803059896,875
2022-12-30 05:31:00,978,0.7754037711111373,13.021977742513021,881
2022-12-30 05:32:00,829,0.7611696627777557,13.035964965820312,749
2022-12-30 05:33:00,443,0.6458721033333208,13.022867838541666,545
2022-12-30 05:34:00,554,0.7467081233333298,13.023122151692709,578
2022-12-30 05:35:00,295,0.48412152666668046,13.023503621419271,237
2022-12-30 05:36:00,216,0.4473700011111248,13.023885091145834,217
2022-12-30 05:37:00,243,0.48908294222221754,13.031260172526041,155
2022-12-30 05:38:00,60,0.3783869294444426,13.025283813476562,71
2022-12-30 05:39:00,74,0.38504780888887224,13.025792439778646,72
2022-12-30 05:40:00,69,0.38706751222223246,13.025792439778646,87
2022-12-30 05:41:00,20,0.37594223333333804,13.026046752929688,14
2022-12-30 05:42:00,0,0.3143503633333309,13.026046752929688,0
2022-12-30 05:43:00,15,0.35044271333335236,13.026555379231771,12
2022-12-30 05:44:00,73,0.3940475272222146,13.026555379231771,64
2022-12-30 05:45:00,105,0.3960975333333117,13.026809692382812,100
2022-12-30 05:46:00,59,0.38171956833333337,13.058980305989584,67
2022-12-30 05:47:00,48,0.3637297677777617,13.027572631835938,49
2022-12-30 05:48:00,46,0.3769122466666867,13.027572631835938,47
